track_id,dot_match_1,dot_score_1,dot_match_2,dot_score_2,dot_match_3,dot_score_3,cov_match_1,cov_score_1,cov_match_2,cov_score_2,cov_match_3,cov_score_3,overlap,corr_match_1,corr_score_1,corr_match_2,corr_score_2,corr_match_3,corr_score_3,overlap_cov_corr,cos_match_1,cos_score_1,cos_match_2,cos_score_2,cos_match_3,cos_score_3,overlap_dot_cos,dot_cov_overlap,dot_corr_overlap,dot_cos_overlap,cov_corr_overlap,cov_cos_overlap,corr_cos_overlap,dot_match_1_idf,dot_score_1_idf,dot_match_2_idf,dot_score_2_idf,dot_match_3_idf,dot_score_3_idf,cov_match_1_idf,cov_score_1_idf,cov_match_2_idf,cov_score_2_idf,cov_match_3_idf,cov_score_3_idf,corr_match_1_idf,corr_score_1_idf,corr_match_2_idf,corr_score_2_idf,corr_match_3_idf,corr_score_3_idf,cos_match_1_idf,cos_score_1_idf,cos_match_2_idf,cos_score_2_idf,cos_match_3_idf,cos_score_3_idf
TRVYEUW128F148C08D,TRFUJVJ128F426F2A2,3570.0,TRWSYHO128F4282346,2865.0,TRVDAHO128F92F231E,2436.0,TRFUJVJ128F426F2A2,4.1381999999999985,TRWSYHO128F4282346,3.3693093750000007,TRVDAHO128F92F231E,2.95577343750001,3,TRQBTYN128F92EA704,586.9574648315047,TRCRGKS128F92C57A8,581.747090084037,TRYMECK128F428253F,550.981534211165,0,TRQBTYN128F92EA704,0.73913808345401,TRCRGKS128F92C57A8,0.7316274421252662,TRYMECK128F428253F,0.694669413787504,0,3,0,0,0,0,3,TRPURWU12903CA4A31,108.95266031131071,TRPLWSA128F92D555C,101.61049527314846,TRHRYAK128F1477540,100.58760870915184,TRPURWU12903CA4A31,0.11461210209096916,TRHRYAK128F1477540,0.10633677655567472,TREUPHA128F4278F34,0.10132398329466484,TRNQIOS12903CCF5E4,267.06144401070634,TRRGAEJ12903CA37B6,227.25943600034955,TREUPHA128F4278F34,211.4718487515462,TRNQIOS12903CCF5E4,0.35382379729512425,TRRGAEJ12903CA37B6,0.3051595525279233,TREUPHA128F4278F34,0.30170735811526317
TRCXKPC128F92FD04C,TRDPGXU128F9339C2A,3132.0,TRFUJVJ128F426F2A2,3012.0,TROIJDA128F9341E70,2988.0,TROIJDA128F9341E70,3.50526874999999,TRDPGXU128F9339C2A,3.461068749999997,TRCHZXW128E079288A,3.3624312500000086,2,TRDHQHB128F421FE15,525.4962565410785,TRZSMVL128F4289D4C,512.9015607412003,TRTPMBB128F42934F8,490.77922876061376,0,TRDHQHB128F421FE15,0.6692922727596603,TRZSMVL128F4289D4C,0.6557604034160445,TRTPMBB128F42934F8,0.6349611011001333,0,2,0,0,0,0,3,TRFUJVJ128F426F2A2,246.4825821114706,TRDPGXU128F9339C2A,215.6073461275193,TRQDUMO128F92E3896,200.28127094944304,TRHQAPS128F42A51F4,0.1492023238177047,TROYKQM128F428CCED,0.14315915967005904,TRQYLYP12903CC26F6,0.13265033983240843,TRQYLYP12903CC26F6,213.52678100804317,TRHQAPS128F42A51F4,209.26480104521815,TRWMHCZ128F42AE295,203.8675861311338,TRHQAPS128F42A51F4,0.3421506732540317,TRQYLYP12903CC26F6,0.3294082791932041,TRWMHCZ128F42AE295,0.3182902209314574
TRMMALW128F92FD049,TRFUJVJ128F426F2A2,4597.0,TRDPGXU128F9339C2A,3722.0,TRWSYHO128F4282346,3671.0,TRFUJVJ128F426F2A2,5.327649999999998,TRWSYHO128F4282346,4.315181249999995,TRDPGXU128F9339C2A,4.302434374999995,3,TRVVIWJ128F42697BA,533.5458969885228,TRRJXRE128F93141F6,531.8408031602947,TRPYPOE128F4248543,529.595925093523,0,TRVVIWJ128F42697BA,0.6782620363865318,TRRJXRE128F93141F6,0.6750246601106777,TRPYPOE128F4248543,0.6703596100206974,0,3,0,0,0,0,3,TRFUJVJ128F426F2A2,178.61903824220047,TREADOS128E078EC1F,162.43307034762321,TRDPGXU128F9339C2A,155.14230418241527,TREADOS128E078EC1F,0.15170194478140175,TRFUJVJ128F426F2A2,0.11663526023192171,TRBCPZS128F145ECC1,0.11527108174189943,TRDPECV128F425D06C,211.8548817360232,TRIXRYP128F149B87C,197.25999818696368,TRZJPEO128F42437AE,195.31844343091586,TRDPECV128F425D06C,0.2977239544664077,TREADOS128E078EC1F,0.2921640239717054,TRKCUZQ128F9337624,0.2764968207302844
TRJWAJC128F9327C4F,TRFUJVJ128F426F2A2,5557.0,TRDPGXU128F9339C2A,4567.0,TREBGAA128E078FC52,4088.0,TRFUJVJ128F426F2A2,6.364350000000005,TRDPGXU128F9339C2A,5.2221203124999995,TREBGAA128E078FC52,4.896135937499989,3,TRUNGLI128F425AD28,526.336711329471,TRAVJGH128F14ADDB7,511.81598330757424,TRKSSMT128E07948E7,504.54691060482907,0,TRUNGLI128F425AD28,0.667718031491555,TRAVJGH128F14ADDB7,0.6534939234987447,TRKSSMT128E07948E7,0.6430239888722205,0,3,0,0,0,0,3,TREEWEF128F145F673,207.07762687006067,TRBKQJB128F934EEF7,197.7806105619291,TRDPGXU128F9339C2A,196.09871987916364,TREEWEF128F145F673,0.16452041588604785,TRUWZJQ128F145E9F7,0.15888242172574543,TRBKQJB128F934EEF7,0.15483271271013072,TRCETEN128F42AD6D0,241.13382850897838,TROOXHY128F42645A4,235.8441489576259,TREIBLK128F148642C,234.51652226210797,TRCETEN128F42AD6D0,0.3460019266546868,TROOXHY128F42645A4,0.339255625264981,TREKDZI128F146A972,0.33139706999048885
TRPEBTH128F9327C4D,TRFUJVJ128F426F2A2,6673.0,TRDPGXU128F9339C2A,5569.0,TRWSYHO128F4282346,5237.0,TRFUJVJ128F426F2A2,7.593749999999982,TRDPGXU128F9339C2A,6.33613281250002,TRWSYHO128F4282346,6.057734375000003,3,TROXHLM128F4266510,594.4089980604557,TRAFLMU128F4274A4D,594.2678725975584,TRDPGXU128F9339C2A,593.3477381533554,1,TRDPGXU128F9339C2A,0.758552189169887,TROXHLM128F4266510,0.756381455883275,TRAFLMU128F4274A4D,0.7561220426091677,1,3,1,1,1,1,3,TRFUJVJ128F426F2A2,386.3706230177961,TRQAWKR128F425EEC3,294.5114529659673,TRQDUMO128F92E3896,281.1417357740439,TRQAWKR128F425EEC3,0.24848130900515789,TRFUJVJ128F426F2A2,0.24490281548845658,TRQDUMO128F92E3896,0.1876139693615449,TRTUCHE128F425B7CC,226.23048056903124,TRGVOYR128F9336E5A,216.0579644476979,TRQMXGX128F4264EF5,210.85765391082137,TRGVOYR128F9336E5A,0.3525846495709143,TRFUJVJ128F426F2A2,0.34303409050352635,TRTUCHE128F425B7CC,0.3382566839745338
TRNWHUD128F932E304,TRFUJVJ128F426F2A2,8789.0,TRWSYHO128F4282346,7434.0,TRDPGXU128F9339C2A,7016.0,TRFUJVJ128F426F2A2,10.091550000000014,TRWSYHO128F4282346,8.707784374999983,TREBGAA128E078FC52,8.426173437499976,2,TRKEINR128F4258B98,642.169650281175,TRZCHKB128F92CB740,639.0765145784445,TROXHLM128F4266510,633.2932301679673,0,TRKEINR128F4258B98,0.8100800277820065,TRZCHKB128F92CB740,0.8097786208426687,TROXHLM128F4266510,0.8019385595698869,0,2,0,0,0,0,3,TRFUJVJ128F426F2A2,318.78860760677674,TRDPGXU128F9339C2A,315.6372022753729,TRIPIMD128F92D3E12,271.10241459181435,TRIPIMD128F92D3E12,0.25692178294872775,TRUPCGD128F4282340,0.18862640117406967,TRZSQNU128F1461A9A,0.1876126910101873,TRIPIMD128F92D3E12,256.724780341686,TRZSQNU128F1461A9A,238.17277325593614,TRKTFAD12903CB80A0,234.98967498577858,TRIPIMD128F92D3E12,0.3835272957023939,TRZSQNU128F1461A9A,0.36091538382648186,TRKTFAD12903CB80A0,0.3492689868880622
TRFGGSX128F427A723,TRFUJVJ128F426F2A2,2328.0,TRDPGXU128F9339C2A,2215.0,TRCHZXW128E079288A,1918.0,TRFUJVJ128F426F2A2,2.6109999999999984,TRDPGXU128F9339C2A,2.5187031250000014,TRCHZXW128E079288A,2.2087968749999995,3,TRGLGNR128F1487A6F,563.0599903756383,TRZPHVT128F4298109,555.9287351985855,TRMDSAH12903CAF58C,549.1327585939339,0,TRGLGNR128F1487A6F,0.7156599537949512,TRZPHVT128F4298109,0.7093541132995728,TRMDSAH12903CAF58C,0.7006955849653108,0,3,0,0,0,0,3,TRCHZXW128E079288A,149.5988690591318,TRQAWKR128F425EEC3,137.7536234919156,TRBXUMD12903CBB64D,131.27990257475395,TRQAWKR128F425EEC3,0.10884926475401309,TROSMJT128F42917CB,0.1043157626134864,TRMSICB128F428A40A,0.100036294938482,TRBQTNZ128F42B09DF,189.1344962210362,TROSMJT128F42917CB,181.50341785769817,TRFNFSL128F146E882,180.1408592998412,TRBQTNZ128F42B09DF,0.28387782377696485,TRFNFSL128F146E882,0.28297808242677785,TROSMJT128F42917CB,0.27730858603431674
TRPTCMZ128F9340B09,TRFUJVJ128F426F2A2,1913.0,TRWSYHO128F4282346,1790.0,TRQAWKR128F425EEC3,1585.0,TRFUJVJ128F426F2A2,2.1888499999999995,TRWSYHO128F4282346,2.1052250000000017,TRQAWKR128F425EEC3,1.807725000000003,3,TRVJCBD128F4268421,515.6890953917834,TRGPUVY128F9313AD9,489.2812368063389,TRSTDLM128EF3431B6,483.59740537791475,0,TRVJCBD128F4268421,0.6552596777324119,TRGPUVY128F9313AD9,0.6187185674368255,TRSTDLM128EF3431B6,0.6164341452711488,0,3,0,0,0,0,3,TRFUJVJ128F426F2A2,151.9749950372209,TRCJUCQ12903CEB017,119.41702431327542,TRYCBLK12903CE6A0E,105.885959212277,TRCJUCQ12903CEB017,0.12201836386939748,TRFUJVJ128F426F2A2,0.10812559561140937,TRRYCLJ128F42A56FF,0.10140553429518727,TRONMKQ128F4266B98,320.97645598761983,TRGKRLH128F425788B,266.3202567948925,TRRDVVU12903CD20F1,232.38975842248684,TRONMKQ128F4266B98,0.41092873200223495,TRGKRLH128F425788B,0.3453251607258264,TRRDVVU12903CD20F1,0.32280468340119545
TRVKLGW12903CB4523,TRFUJVJ128F426F2A2,1486.0,TRDPGXU128F9339C2A,1480.0,TROIJDA128F9341E70,1471.0,TROIJDA128F9341E70,1.7725562500000054,TRDPGXU128F9339C2A,1.7192062499999985,TRVJCDB128F4263466,1.711325000000007,2,TRGZDBB128F4270A4C,622.9129821269831,TRFSQXF128F9311B25,601.5510884572382,TRSXWSL128F933DFE5,597.7615194685375,0,TRGZDBB128F4270A4C,0.7834660807446496,TRFSQXF128F9311B25,0.7553117160686514,TRSXWSL128F933DFE5,0.7532525144739896,0,2,0,0,0,0,3,TRFLWJZ128F425C9E4,69.94024940338288,TRCHZXW128E079288A,69.23213744542862,TRDPGXU128F9339C2A,66.17074759325435,TRUORRB128F42433B8,0.06661892742848656,TRRMQYQ128F42765E7,0.061751378794401776,TRFLWJZ128F425C9E4,0.05984029047435122,TRRMQYQ128F42765E7,267.61492920101966,TRHLIDH128F426150F,243.56446884927854,TRAGQSM128F1468ECD,210.99034320825908,TRRMQYQ128F42765E7,0.35608490895083494,TRHLIDH128F426150F,0.32122032787994115,TRZYEUM128F422BD98,0.2887049104200338
TRFBNZN128F9340B0E,TRFUJVJ128F426F2A2,2681.0,TRWSYHO128F4282346,1936.0,TRQAWKR128F425EEC3,1542.0,TRFUJVJ128F426F2A2,2.9533499999999986,TRWSYHO128F4282346,2.159959375000001,TRGLNKG128F9307689,1.6401984375000007,2,TRHWJQG128F92FD821,378.7163173620338,TRHRXAE128F92C1CDE,377.53426215655116,TRWUEMB128F148CCAC,376.3795778294104,0,TRHRXAE128F92C1CDE,0.4971205446381256,TRHWJQG128F92FD821,0.4888152706435525,TRWUEMB128F148CCAC,0.4878990560684231,0,2,0,0,0,0,3,TRQMAUL12903CE91AC,301.63555337323805,TRRUKSD128F9322FEF,269.3721923276803,TRFMKJY128F92E89F1,243.82556760932928,TRQMAUL12903CE91AC,0.31520325407290994,TRRUKSD128F9322FEF,0.3107156256303426,TRQGFHN128F428643E,0.2705879348073562,TROKNFL128F4290534,368.2799580904993,TRRUKSD128F9322FEF,351.2543782623709,TRCQZCM128F425FD8C,332.42829517139194,TROKNFL128F4290534,0.4779317461993666,TRRUKSD128F9322FEF,0.4585728531941818,TRCQZCM128F425FD8C,0.4407217351770495
TRBYDKJ12903CA9D33,TRVJCDB128F4263466,1868.0,TRFUJVJ128F426F2A2,1536.0,TRKLJAG128F42B31CF,1227.0,TRVJCDB128F4263466,2.2830062500000023,TRFUJVJ128F426F2A2,1.7842999999999978,TRKLJAG128F42B31CF,1.4922656249999917,3,TRVJCDB128F4263466,673.0263941048538,TRUQRFW128F145877E,579.9994707446838,TRGXDVA128F9350A48,550.0926846953854,1,TRVJCDB128F4263466,0.8441646524652541,TRUQRFW128F145877E,0.7291485984915439,TRGXDVA128F9350A48,0.6922102848214412,1,3,1,1,1,1,3,TRPBVCZ128EF3624B7,92.00491687882672,TRQAWKR128F425EEC3,84.50928500481145,TRUGJBZ128F92FD845,68.74978008302547,TRPBVCZ128EF3624B7,0.09108134007887847,TRQAWKR128F425EEC3,0.0800232651239584,TRUGJBZ128F92FD845,0.0785825877669209,TRUGJBZ128F92FD845,304.6223624243774,TRZSQNU128F1461A9A,221.73929948542502,TRRREHG128F9319163,217.35071448401717,TRUGJBZ128F92FD845,0.40154929704540376,TRPBVCZ128EF3624B7,0.3091774593488237,TRZSQNU128F1461A9A,0.30754823060929
TRWJKJK128F9338FEF,TRFUJVJ128F426F2A2,8737.0,TRWSYHO128F4282346,8094.0,TREBGAA128E078FC52,6661.0,TRFUJVJ128F426F2A2,10.159949999999998,TRWSYHO128F4282346,9.619965624999997,TREBGAA128E078FC52,8.046451562499984,3,TRMJBIJ128F93391B9,602.8977083463657,TRVWMAR128F425A2DA,595.5052642723498,TRJJTPI128F4276759,585.1613815280909,0,TRMJBIJ128F93391B9,0.7627562450752137,TRVWMAR128F425A2DA,0.7517032510777701,TRJJTPI128F4276759,0.7407423330399565,0,3,0,0,0,0,3,TRDPGXU128F9339C2A,311.76387959080284,TRFUJVJ128F426F2A2,310.47891521588923,TRHDXOY128F42B3BE9,268.31197110334307,TRALKUS128F42384AC,0.2499368724790805,TRHDXOY128F42B3BE9,0.2395647307457908,TRPUEFZ128F146269E,0.2395647307457908,TRJYWWT128F428B91F,224.17887192489815,TRALKUS128F42384AC,215.85469704591875,TRWYGFY128F1495A92,202.92394497799964,TRALKUS128F42384AC,0.324248368434438,TRJYWWT128F428B91F,0.31815655403347143,TRXRJZZ128F42BC247,0.29877986430275405
TRUULBP12903CA9D23,TRFUJVJ128F426F2A2,1215.0,TRQAWKR128F425EEC3,1196.0,TRDPGXU128F9339C2A,1055.0,TRQAWKR128F425EEC3,1.3273906250000025,TRFUJVJ128F426F2A2,1.3232500000000005,TRWSYHO128F4282346,1.1684843749999987,2,TRPCYSR128EF35F745,435.280711295833,TRXZNNF12903CA6F9B,432.2627410718021,TRBGUJV128E078FE5D,425.8188628492266,0,TRPCYSR128EF35F745,0.5617462530236114,TRXZNNF12903CA6F9B,0.5577415118492398,TRBGUJV128E078FE5D,0.5532563735196885,0,2,0,0,0,0,3,TRQAWKR128F425EEC3,125.32897303728876,TRVOSYJ128F426A939,91.37112785293054,TRDPGXU128F9339C2A,88.456962733862,TRQAWKR128F425EEC3,0.11921441984482165,TRVOSYJ128F426A939,0.09252650468789365,TRBGUJV128E078FE5D,0.08297047413604959,TRBGUJV128E078FE5D,236.95042283263848,TRIBBGP128F14903BE,236.025586344032,TRNKNQY12903CFF808,233.9074241399594,TRBGUJV128E078FE5D,0.3385618035136831,TRZNHJN128F4293FC2,0.33404400665249234,TRIBBGP128F14903BE,0.3323801756476486
TRYYJHJ128F9340B19,TRFUJVJ128F426F2A2,1853.0,TRDPGXU128F9339C2A,1496.0,TRGLNKG128F9307689,1283.0,TRFUJVJ128F426F2A2,2.1069499999999985,TRDPGXU128F9339C2A,1.6949671874999972,TRGLNKG128F9307689,1.4756390625000002,3,TRDBLNP128F93427D7,536.8706914997306,TRPMDDK12903D0D320,521.2693929366661,TRBJSDA128F42413CC,520.8466907664304,0,TRDBLNP128F93427D7,0.6855150363674519,TRBJSDA128F42413CC,0.6679150172978023,TRQMION128E078F6F6,0.6672072895572354,0,3,0,0,0,0,2,TRFUJVJ128F426F2A2,145.31602378060185,TRNVKOI128E0799173,138.6706013132764,TRHKJVR128F42857EA,110.3146965060428,TRNVKOI128E0799173,0.11572469970867745,TRYPHVM128F42437C0,0.10892772274129259,TRFUJVJ128F426F2A2,0.09193945767832831,TRGQGZP128F424D8B7,263.851290707041,TRYPHVM128F42437C0,239.44529441560235,TRNVKOI128E0799173,196.69743490967744,TRGQGZP128F424D8B7,0.3607213994761934,TRYPHVM128F42437C0,0.33869978276733104,TRNVKOI128E0799173,0.3170216853353793
TRHHJCL12903CB44B7,TRFUJVJ128F426F2A2,2371.0,TRWSYHO128F4282346,2137.0,TRQAWKR128F425EEC3,1713.0,TRFUJVJ128F426F2A2,2.71305,TRWSYHO128F4282346,2.507409375000002,TRQAWKR128F425EEC3,1.9263156250000026,3,TRKKXHG128F421A24C,489.38085920107136,TRDRMPD12903CD03B2,486.280713429083,TRSIDED12903CC71E0,480.90601095538125,0,TRKKXHG128F421A24C,0.6276589313861644,TRDRMPD12903CD03B2,0.621784412849926,TRSIDED12903CC71E0,0.6164340419701512,0,3,0,0,0,0,3,TRQAWKR128F425EEC3,169.6755062350144,TROVSGS128F4274CEE,147.28314409005907,TRFIUTM128F426343C,132.10855843173542,TRQAWKR128F425EEC3,0.16513477384968794,TROVSGS128F4274CEE,0.1302623872695623,TRYRGJV128F42690CC,0.12646691957837392,TRYRGJV128F42690CC,307.39006610789005,TRBSKJC12903CF3C64,257.39105542659007,TRDBFQH128E07933C2,238.76201725883547,TRYRGJV128F42690CC,0.4127939008864305,TRBSKJC12903CF3C64,0.3494767766393314,TRDBFQH128E07933C2,0.33571161625250073
TRWZXDS128F427A71B,TRKLJAG128F42B31CF,2429.0,TRCHZXW128E079288A,2295.0,TREBGAA128E078FC52,2292.0,TRKLJAG128F42B31CF,2.9687500000000004,TREBGAA128E078FC52,2.7838499999999966,TRCHZXW128E079288A,2.7293999999999965,3,TRVFUON128F92E2B10,558.2460156542936,TRCPSEE128F934BC20,552.0631856604452,TRJHQUI128F9355211,546.4156669969799,0,TRVFUON128F92E2B10,0.7023112300132486,TRCPSEE128F934BC20,0.6898684822115774,TRJHQUI128F9355211,0.6884824576413187,0,3,0,0,0,0,3,TRBCSDW128F424D686,114.37569097531079,TRHGZOJ128F14A2ED0,105.97978663579781,TROFGBC128E0783A2B,103.65163091631204,TRBCSDW128F424D686,0.1272472584366823,TRGPQHR128F425769C,0.11133532886712566,TRCGAVX12903CFBC61,0.10322267895786902,TRAIBCE128F428F082,301.73359406700905,TRRGAEJ12903CA37B6,282.073654578665,TREKKYO12903CB0F4A,256.11662085682457,TRAIBCE128F428F082,0.3867543745297671,TRRGAEJ12903CA37B6,0.37032913562248565,TREKKYO12903CB0F4A,0.3451403260481923
TRZDLWE12903CB44DE,TRWSYHO128F4282346,2415.0,TRFUJVJ128F426F2A2,2268.0,TREBGAA128E078FC52,2044.0,TRWSYHO128F4282346,2.8879781249999983,TRFUJVJ128F426F2A2,2.6348999999999996,TREBGAA128E078FC52,2.481457812499997,3,TRPALTN128F42614D4,589.8957892137985,TRKNZBD12903CD4DCD,587.924602396607,TRYDNTB128F9331278,582.2284767389076,0,TRPALTN128F42614D4,0.7445770452629388,TRKNZBD12903CD4DCD,0.7422477473632884,TRYDNTB128F9331278,0.7358409409036905,0,3,0,0,0,0,3,TRQAWKR128F425EEC3,115.49243408686776,TRRJQIQ128F429A974,110.75874164326609,TRSLSWO128E0786285,102.2992338048218,TRQAWKR128F425EEC3,0.10957563192626381,TRCPATC128F9318EE7,0.09946365203630181,TRRJQIQ128F429A974,0.09746774545696914,TRCPATC128F9318EE7,256.5868948298534,TRHDFNW12903CCD371,250.85772219393928,TRXJKEZ128F4279E33,230.8091123394425,TRCPATC128F9318EE7,0.35028464465302417,TRHDFNW12903CCD371,0.33299181842709674,TRWYRGB128F426783D,0.31295832015709324
